name,prompt,negative_prompt
色雪,"<lora:Yuuki v5-IL:1.0>,nsfw,yuuki \(astralair no shiroki towa\),1girl,loli,solo,ahoge,long hair,white hair,hair ribbon,snowflake hair ornament,braided hair rings,bow,red eyes,indoor,bedroom,on_bed,white_thighhighs,looking at viewer,m legs,pussy juice,moaning,female_orgasm,hugging_own_legs,","Multiple people,bad body,long body,deformed,ugly,missing limb,disconnected limbs,fused fingers,extra legs,mosaic,"
